C:\LipidView Data\LV Results\200529_XtrIL_ExampleData_DAG_NL.txt	Peak Intensities																					
Sample Name						Sample 1	Sample 2	Sample 3	Sample 4	Sample 5	Sample 6	Sample 7	Sample 8	Sample 9	Sample 10	Sample 11	Sample 12	Sample 13	Sample 14	Sample 15	Sample 16	Kon A
636.8	301.3	Positive	Confirmed and Common Results	DAG 36:3	(-FA 18:0)	0	0	0	43125	0	0	0	0	0	0	0	0	86125	0	0	0	0
638.7	325.3	Positive	Confirmed and Common Results	DAG 36:2	(-FA 20:2)	187000	133375	167250	122000	110250	96875	97125	126125	133125	142750	125500	108250	129500	150125	123000	192625	0
638.7	271.3	Positive	Confirmed and Common Results	DAG 36:2	(-FA 16:1)	177500	183875	183125	177250	205625	154125	103125	254500	207875	220500	241625	201125	170000	190625	172250	161375	0
638.7	327.3	Positive	Confirmed and Common Results	DAG 36:2	(-FA 20:1)	747500	372500	370750	263000	474375	328625	206000	226250	353500	367625	619125	374875	354625	558625	581500	375375	243125
638.8	273.3	Positive	Confirmed and Common Results	DAG 36:2	(-FA 16:0)	216250	112875	0	168875	0	0	0	84125	157000	149125	186375	103125	127375	0	166250	0	62625
638.8	297.3	Positive	Confirmed and Common Results	DAG 36:2	(-FA 18:2)	208625	281625	233500	197875	159500	211375	129000	264500	226500	211000	242250	174875	157375	223125	225875	170750	50375
638.8	301.3	Positive	Confirmed and Common Results	DAG 36:2	(-FA 18:0)	127000	115625	0	128875	0	176875	0	131875	121625	103250	176125	147875	86000	138625	141500	104875	45875
638.8	299.3	Positive	Confirmed and Common Results	DAG 36:2	(-FA 18:1)	7106500	6343000	6700625	6222000	6497375	6619125	5112125	4285125	8357875	8078125	8608125	7685125	6022500	6814875	5903750	7565750	216625
640.3	329.3	Positive	Confirmed and Common Results	DAG 36:1	(-FA 20:0)	137000	103625	122875	68375	149875	211000	108125	74875	86750	140500	132750	153625	151500	161875	167500	138375	91375
640.8	299.3	Positive	Confirmed and Common Results	DAG 36:1	(-FA 18:1)	1166000	928500	1077875	925000	1112000	1206500	769500	839750	1077625	1187625	1189500	954625	989750	1197375	949750	1257000	170625
640.8	273.3	Positive	Confirmed and Common Results	DAG 36:1	(-FA 16:0)	290250	318375	603500	846250	396000	407500	496000	389125	504500	481875	436000	490000	404375	437000	443375	467750	90125
640.8	327.3	Positive	Confirmed and Common Results	DAG 36:1	(-FA 20:1)	406000	400625	415250	337000	419250	373750	321125	258125	479750	419625	469000	438000	448250	555375	531750	540375	104125
640.8	301.3	Positive	Confirmed and Common Results	DAG 36:1	(-FA 18:0)	1068500	920500	901250	959500	974125	1060250	634625	553750	1000375	1019250	1051250	860250	877000	1016375	901000	1069750	149125
640.9	271.3	Positive	Confirmed and Common Results	DAG 36:1	(-FA 16:1)	4907875	4409500	5158500	4962500	4207125	4715000	3391375	9366375	9584750	10013625	10413750	10192250	16437875	17201750	15528125	18472000	551500
642.6	329.3	Positive	Confirmed and Common Results	DAG 36:0	(-FA 20:0)	173625	133125	129250	125125	224750	131875	109875	108625	111375	204000	153875	142250	187125	236375	197125	180875	59375
642.8	301.3	Positive	Confirmed and Common Results	DAG 36:0	(-FA 18:0)	4574875	1814000	1612750	2011000	2601875	2094875	1499250	1082875	1364750	1246500	1719500	1491500	1486000	1586750	1847125	1515875	1015875
642.8	273.3	Positive	Confirmed and Common Results	DAG 36:0	(-FA 16:0)	6670500	5973250	6843000	6405625	7202250	6266125	5592250	9699250	10217000	11527000	11140875	11028375	22411625	25317375	22684250	27299125	488000
658.6	297.3	Positive	Confirmed and Common Results	DAG 38:6	(-FA 18:2)	97750	143125	62875	75250	64375	95250	75250	47250	86000	72625	62250	84000	77750	85625	137625	95375	90875
658.7	321.3	Positive	Confirmed and Common Results	DAG 38:6	(-FA 20:4)	52750	0	0	0	44625	39625	31250	0	0	48750	0	52875	0	76250	37000	27000	23875
658.8	273.3	Positive	Confirmed and Common Results	DAG 38:6	(-FA 16:0)	250000	199000	182000	234375	298625	241500	193375	160750	202000	276375	448500	215875	200000	303125	281750	211125	172625
658.8	345.3	Positive	Confirmed and Common Results	DAG 38:6	(-FA 22:6)	0	0	126875	0	165250	144750	116625	0	0	153125	151625	102625	141875	0	185125	139375	51500
660.7	299.3	Positive	Confirmed and Common Results	DAG 38:5	(-FA 18:1)	233625	372625	220500	235000	170750	253625	166875	85750	218000	202250	197125	232750	234625	323125	499500	240750	356750
660.7	301.3	Positive	Confirmed and Common Results	DAG 38:5	(-FA 18:0)	217375	283875	181250	208250	181250	191750	94750	90750	88125	133875	188000	139500	154750	183250	249250	186750	41500
660.7	319.3	Positive	Confirmed and Common Results	DAG 38:5	(-FA 20:5)	209375	180125	143375	115750	156375	138750	101125	73875	133375	150500	257875	167000	159750	145750	252500	184875	136500
660.8	321.3	Positive	Confirmed and Common Results	DAG 38:5	(-FA 20:4)	282875	279250	190250	206375	170750	154500	136875	141875	200000	235250	224875	255500	182500	274500	203500	214250	0
662.8	321.3	Positive	Confirmed and Common Results	DAG 38:4	(-FA 20:4)	210625	210500	169875	141000	137625	183375	114625	70375	130000	158125	168000	121375	134875	130000	177750	137625	0
662.8	295.3	Positive	Confirmed and Common Results	DAG 38:4	(-FA 18:3)	0	0	0	0	0	0	0	0	56125	0	0	0	0	0	104375	0	0
662.8	301.3	Positive	Confirmed and Common Results	DAG 38:4	(-FA 18:0)	103625	189500	130250	0	0	0	0	46000	0	0	0	90125	0	0	270875	135875	0
662.8	327.3	Positive	Confirmed and Common Results	DAG 38:4	(-FA 20:1)	0	0	0	0	0	0	0	34250	0	41250	0	0	57750	0	0	0	0
664.4	295.3	Positive	Confirmed and Common Results	DAG 38:3	(-FA 18:3)	542125	422250	531500	424750	425000	378125	296375	418250	421500	392000	432000	489625	616000	773250	594750	718750	0
664.6	325.3	Positive	Confirmed and Common Results	DAG 38:3	(-FA 20:2)	252125	279000	205875	191875	136000	160125	96875	113125	208500	222875	245375	199500	160250	163250	162500	218125	83500
664.7	299.3	Positive	Confirmed and Common Results	DAG 38:3	(-FA 18:1)	185875	141000	148125	137500	158250	168750	80875	138000	150500	152625	162375	140750	149750	142250	156375	137250	72500
664.8	297.3	Positive	Confirmed and Common Results	DAG 38:3	(-FA 18:2)	130125	92875	80375	63375	0	64250	65875	90750	66000	181375	0	81000	0	0	78750	94750	42125
664.8	327.3	Positive	Confirmed and Common Results	DAG 38:3	(-FA 20:1)	115875	0	93000	0	0	71000	0	46625	69875	0	72750	79750	0	0	0	77250	62375
664.8	329.3	Positive	Confirmed and Common Results	DAG 38:3	(-FA 20:0)	0	74000	0	0	55875	53250	0	0	0	0	0	0	0	0	53000	34750	0
666.7	329.3	Positive	Confirmed and Common Results	DAG 38:2	(-FA 20:0)	0	0	0	0	0	0	0	0	43750	0	0	0	0	67250	0	35500	0
666.8	327.3	Positive	Confirmed and Common Results	DAG 38:2	(-FA 20:1)	460375	440375	430625	454000	371875	338125	275375	202625	454500	444125	419500	409125	381625	420625	356375	366250	61750
666.8	325.3	Positive	Confirmed and Common Results	DAG 38:2	(-FA 20:2)	243750	257125	224000	205750	142375	99000	99000	79125	191125	214125	165625	165375	129375	138250	141750	164375	0
666.8	299.3	Positive	Confirmed and Common Results	DAG 38:2	(-FA 18:1)	567125	442750	472875	464125	423250	384750	338625	485000	592125	594625	611125	578000	646125	597750	587250	698625	0
666.8	297.3	Positive	Confirmed and Common Results	DAG 38:2	(-FA 18:2)	3289375	2784875	3201750	3018750	2088250	2532000	1769500	5661750	3447125	3656375	3479375	3725375	5180250	5896500	5271000	6231375	194375
666.8	301.3	Positive	Confirmed and Common Results	DAG 38:2	(-FA 18:0)	173625	142875	158375	127375	0	104125	0	100125	136250	104750	161750	129750	106250	110125	157375	56625	0
668.8	299.3	Positive	Confirmed and Common Results	DAG 38:1	(-FA 18:1)	21005625	18240875	19994250	19017250	19563000	18184500	15021375	23573625	56523750	58824625	58206750	56197250	102846625	112214125	99084500	122951875	671250
668.8	327.3	Positive	Confirmed and Common Results	DAG 38:1	(-FA 20:1)	177250	151500	158000	152750	159375	136625	74125	89000	140375	131750	153250	138375	144375	123250	164750	120000	50500
668.8	301.3	Positive	Confirmed and Common Results	DAG 38:1	(-FA 18:0)	140375	146500	166250	236875	184250	132875	141500	99000	170500	206000	133375	124875	141875	153625	140500	175750	74750
